start	end	start_prox	end_prox	chrom	start_orig	end_orig	value	mid	absmid
-3962827	-3964668.0	9750000.0	9750000.0	chr8	5785332	5787173	0.00246516	-3963747.5	3963747.5
-3962589	-3962827.0	9750000.0	9750000.0	chr8	5787173	5787411	5.01324e-08	-3962708.0	3962708.0
-3962001	-3962589.0	9750000.0	9750000.0	chr8	5787411	5787999	1.44552e-22	-3962295.0	3962295.0
-3961323	-3962001.0	9750000.0	9750000.0	chr8	5787999	5788677	8.07323e-36	-3961662.0	3961662.0
-3960084	-3961323.0	9750000.0	9750000.0	chr8	5788677	5789916	2.34002e-36	-3960703.5	3960703.5
-3959929	-3960084.0	9750000.0	9750000.0	chr8	5789916	5790071	9.00592	-3960006.5	3960006.5
-3959830	-3959929.0	9750000.0	9750000.0	chr8	5790071	5790170	2.36088	-3959879.5	3959879.5
-3959424	-3959830.0	9750000.0	9750000.0	chr8	5790170	5790576	2.34002e-36	-3959627.0	3959627.0
-3956269	-3959424.0	9750000.0	9750000.0	chr8	5790576	5793731	1.3835399999999999e-37	-3957846.5	3957846.5
-3956097	-3956269.0	9750000.0	9750000.0	chr8	5793731	5793903	1.13444	-3956183.0	3956183.0
-3955501	-3956097.0	9750000.0	9750000.0	chr8	5793903	5794499	1.3835399999999999e-37	-3955799.0	3955799.0
-3954927	-3955501.0	9750000.0	9750000.0	chr8	5794499	5795073	1.6535299999999999e-43	-3955214.0	3955214.0
-3950799	-3954927.0	9750000.0	9750000.0	chr8	5795073	5799201	0.0	-3952863.0	3952863.0
-3941048	-3950799.0	9750000.0	9750000.0	chr8	5799201	5808952	0.0206672	-3945923.5	3945923.5
-3938701	-3941048.0	9750000.0	9750000.0	chr8	5808952	5811299	0.0	-3939874.5	3939874.5
-3932947	-3938701.0	9750000.0	9750000.0	chr8	5811299	5817053	1.56313e-07	-3935824.0	3935824.0
-3931476	-3932947.0	9750000.0	9750000.0	chr8	5817053	5818524	2.02278e-07	-3932211.5	3932211.5
-3930028	-3931476.0	9750000.0	9750000.0	chr8	5818524	5819972	1.61658e-05	-3930752.0	3930752.0
-3928253	-3930028.0	9750000.0	9750000.0	chr8	5819972	5821747	0.0353916	-3929140.5	3929140.5
-3923018	-3928253.0	9750000.0	9750000.0	chr8	5821747	5826982	0.328537	-3925635.5	3925635.5
-3922770	-3923018.0	9750000.0	9750000.0	chr8	5826982	5827230	0.0018955	-3922894.0	3922894.0
-3917833	-3922770.0	9750000.0	9750000.0	chr8	5827230	5832167	0.0301523	-3920301.5	3920301.5
-3917038	-3917833.0	9750000.0	9750000.0	chr8	5832167	5832962	0.452908	-3917435.5	3917435.5
-3916765	-3917038.0	9750000.0	9750000.0	chr8	5832962	5833235	2.04698e-23	-3916901.5	3916901.5
-3916436	-3916765.0	9750000.0	9750000.0	chr8	5833235	5833564	1.15121e-10	-3916600.5	3916600.5
-3916220	-3916436.0	9750000.0	9750000.0	chr8	5833564	5833780	3.19639e-08	-3916328.0	3916328.0
-3915673	-3916220.0	9750000.0	9750000.0	chr8	5833780	5834327	17.867	-3915946.5	3915946.5
-3915414	-3915673.0	9750000.0	9750000.0	chr8	5834327	5834586	1.38285	-3915543.5	3915543.5
-3915205	-3915414.0	9750000.0	9750000.0	chr8	5834586	5834795	37.9743	-3915309.5	3915309.5
-3914802	-3915205.0	9750000.0	9750000.0	chr8	5834795	5835198	1.38285	-3915003.5	3915003.5
-3913546	-3914802.0	9750000.0	9750000.0	chr8	5835198	5836454	0.721977	-3914174.0	3914174.0
-3913427	-3913546.0	9750000.0	9750000.0	chr8	5836454	5836573	0.0786499	-3913486.5	3913486.5
-3912031	-3913427.0	9750000.0	9750000.0	chr8	5836573	5837969	3.642	-3912729.0	3912729.0
-3909019	-3912031.0	9750000.0	9750000.0	chr8	5837969	5840981	0.0786499	-3910525.0	3910525.0
-3904057	-3909019.0	9750000.0	9750000.0	chr8	5840981	5845943	0.000715725	-3906538.0	3906538.0
-3900529	-3904057.0	9750000.0	9750000.0	chr8	5845943	5849471	0.0160272	-3902293.0	3902293.0
-3900125	-3900529.0	9750000.0	9750000.0	chr8	5849471	5849875	0.115196	-3900327.0	3900327.0
-3899634	-3900125.0	9750000.0	9750000.0	chr8	5849875	5850366	0.395242	-3899879.5	3899879.5
-3893641	-3899634.0	9750000.0	9750000.0	chr8	5850366	5856359	1.3318	-3896637.5	3896637.5
-3892699	-3893641.0	9750000.0	9750000.0	chr8	5856359	5857301	0.24829	-3893170.0	3893170.0
-3892508	-3892699.0	9750000.0	9750000.0	chr8	5857301	5857492	10.0775	-3892603.5	3892603.5
-3888242	-3892508.0	9750000.0	9750000.0	chr8	5857492	5861758	0.159441	-3890375.0	3890375.0
-3887551	-3888242.0	9750000.0	9750000.0	chr8	5861758	5862449	0.000602422	-3887896.5	3887896.5
-3886064	-3887551.0	9750000.0	9750000.0	chr8	5862449	5863936	6.51727e-13	-3886807.5	3886807.5
-3885375	-3886064.0	9750000.0	9750000.0	chr8	5863936	5864625	3.59385	-3885719.5	3885719.5
-3884074	-3885375.0	9750000.0	9750000.0	chr8	5864625	5865926	6.51727e-13	-3884724.5	3884724.5
-3882498	-3884074.0	9750000.0	9750000.0	chr8	5865926	5867502	0.0418765	-3883286.0	3883286.0
-3882237	-3882498.0	9750000.0	9750000.0	chr8	5867502	5867763	12.3397	-3882367.5	3882367.5
-3871936	-3882237.0	9750000.0	9750000.0	chr8	5867763	5878064	0.0418765	-3877086.5	3877086.5
-3865231	-3871936.0	9750000.0	9750000.0	chr8	5878064	5884769	0.00956267	-3868583.5	3868583.5
-3864671	-3865231.0	9750000.0	9750000.0	chr8	5884769	5885329	0.00476727	-3864951.0	3864951.0
-3860801	-3864671.0	9750000.0	9750000.0	chr8	5885329	5889199	0.00775372	-3862736.0	3862736.0
-3856429	-3860801.0	9750000.0	9750000.0	chr8	5889199	5893571	0.0358478	-3858615.0	3858615.0
-3855466	-3856429.0	9750000.0	9750000.0	chr8	5893571	5894534	4.55652e-05	-3855947.5	3855947.5
-3851631	-3855466.0	9750000.0	9750000.0	chr8	5894534	5898369	0.0217259	-3853548.5	3853548.5
-3850043	-3851631.0	9750000.0	9750000.0	chr8	5898369	5899957	0.39285	-3850837.0	3850837.0
-3842997	-3850043.0	9750000.0	9750000.0	chr8	5899957	5907003	0.523986	-3846520.0	3846520.0
-3842683	-3842997.0	9750000.0	9750000.0	chr8	5907003	5907317	0.0949667	-3842840.0	3842840.0
-3837603	-3842683.0	9750000.0	9750000.0	chr8	5907317	5912397	0.0029979	-3840143.0	3840143.0
-3836649	-3837603.0	9750000.0	9750000.0	chr8	5912397	5913351	0.0140988	-3837126.0	3837126.0
-3835509	-3836649.0	9750000.0	9750000.0	chr8	5913351	5914491	0.760516	-3836079.0	3836079.0
-3835050	-3835509.0	9750000.0	9750000.0	chr8	5914491	5914950	8.94532	-3835279.5	3835279.5
-3834471	-3835050.0	9750000.0	9750000.0	chr8	5914950	5915529	0.760516	-3834760.5	3834760.5
-3834279	-3834471.0	9750000.0	9750000.0	chr8	5915529	5915721	0.0140988	-3834375.0	3834375.0
-3833588	-3834279.0	9750000.0	9750000.0	chr8	5915721	5916412	0.00080531	-3833933.5	3833933.5
-3832751	-3833588.0	9750000.0	9750000.0	chr8	5916412	5917249	0.00115295	-3833169.5	3833169.5
-3831406	-3832751.0	9750000.0	9750000.0	chr8	5917249	5918594	0.00771123	-3832078.5	3832078.5
-3829521	-3831406.0	9750000.0	9750000.0	chr8	5918594	5920479	0.00428664	-3830463.5	3830463.5
-3829003	-3829521.0	9750000.0	9750000.0	chr8	5920479	5920997	2.47617e-10	-3829262.0	3829262.0
-3828660	-3829003.0	9750000.0	9750000.0	chr8	5920997	5921340	3.7608e-07	-3828831.5	3828831.5
-3827035	-3828660.0	9750000.0	9750000.0	chr8	5921340	5922965	0.000135274	-3827847.5	3827847.5
-3826737	-3827035.0	9750000.0	9750000.0	chr8	5922965	5923263	8.84274e-12	-3826886.0	3826886.0
-3826498	-3826737.0	9750000.0	9750000.0	chr8	5923263	5923502	0.427613	-3826617.5	3826617.5
-3826279	-3826498.0	9750000.0	9750000.0	chr8	5923502	5923721	1.33537	-3826388.5	3826388.5
-3825945	-3826279.0	9750000.0	9750000.0	chr8	5923721	5924055	6.0425	-3826112.0	3826112.0
-3825575	-3825945.0	9750000.0	9750000.0	chr8	5924055	5924425	16.2092	-3825760.0	3825760.0
-3825538	-3825575.0	9750000.0	9750000.0	chr8	5924425	5924462	5.39404	-3825556.5	3825556.5
-3825145	-3825538.0	9750000.0	9750000.0	chr8	5924462	5924855	0.463748	-3825341.5	3825341.5
-3824535	-3825145.0	9750000.0	9750000.0	chr8	5924855	5925465	1.08321e-19	-3824840.0	3824840.0
-3823742	-3824535.0	9750000.0	9750000.0	chr8	5925465	5926258	4.787989999999999e-20	-3824138.5	3824138.5
-3823032	-3823742.0	9750000.0	9750000.0	chr8	5926258	5926968	1.08612e-21	-3823387.0	3823387.0
-3821592	-3823032.0	9750000.0	9750000.0	chr8	5926968	5928408	0.00630848	-3822312.0	3822312.0
-3817420	-3821592.0	9750000.0	9750000.0	chr8	5928408	5932580	0.0599638	-3819506.0	3819506.0
-3814463	-3817420.0	9750000.0	9750000.0	chr8	5932580	5935537	4.18552e-08	-3815941.5	3815941.5
-3814313	-3814463.0	9750000.0	9750000.0	chr8	5935537	5935687	4.29095e-10	-3814388.0	3814388.0
-3814225	-3814313.0	9750000.0	9750000.0	chr8	5935687	5935775	0.0866202	-3814269.0	3814269.0
-3809472	-3814225.0	9750000.0	9750000.0	chr8	5935775	5940528	0.330983	-3811848.5	3811848.5
-3807946	-3809472.0	9750000.0	9750000.0	chr8	5940528	5942054	0.106577	-3808709.0	3808709.0
-3805945	-3807946.0	9750000.0	9750000.0	chr8	5942054	5944055	0.000404173	-3806945.5	3806945.5
-3805294	-3805945.0	9750000.0	9750000.0	chr8	5944055	5944706	0.00155799	-3805619.5	3805619.5
-3796819	-3805294.0	9750000.0	9750000.0	chr8	5944706	5953181	0.136153	-3801056.5	3801056.5
-3796633	-3796819.0	9750000.0	9750000.0	chr8	5953181	5953367	0.0189365	-3796726.0	3796726.0
-3793545	-3796633.0	9750000.0	9750000.0	chr8	5953367	5956455	0.00311532	-3795089.0	3795089.0
-3792727	-3793545.0	9750000.0	9750000.0	chr8	5956455	5957273	0.01879	-3793136.0	3793136.0
-3790098	-3792727.0	9750000.0	9750000.0	chr8	5957273	5959902	0.0595702	-3791412.5	3791412.5
-3789732	-3790098.0	9750000.0	9750000.0	chr8	5959902	5960268	1.63525	-3789915.0	3789915.0
-3789612	-3789732.0	9750000.0	9750000.0	chr8	5960268	5960388	5.18503e-08	-3789672.0	3789672.0
-3789394	-3789612.0	9750000.0	9750000.0	chr8	5960388	5960606	0.00019769	-3789503.0	3789503.0
-3789278	-3789394.0	9750000.0	9750000.0	chr8	5960606	5960722	0.488576	-3789336.0	3789336.0
-3787181	-3789278.0	9750000.0	9750000.0	chr8	5960722	5962819	1.44161	-3788229.5	3788229.5
-3786637	-3787181.0	9750000.0	9750000.0	chr8	5962819	5963363	16.1659	-3786909.0	3786909.0
-3786213	-3786637.0	9750000.0	9750000.0	chr8	5963363	5963787	3.46967	-3786425.0	3786425.0
-3785814	-3786213.0	9750000.0	9750000.0	chr8	5963787	5964186	0.326885	-3786013.5	3786013.5
-3785331	-3785814.0	9750000.0	9750000.0	chr8	5964186	5964669	5.35269e-08	-3785572.5	3785572.5
-3785123	-3785331.0	9750000.0	9750000.0	chr8	5964669	5964877	0.000126044	-3785227.0	3785227.0
-3784336	-3785123.0	9750000.0	9750000.0	chr8	5964877	5965664	0.000133502	-3784729.5	3784729.5
-3784317	-3784336.0	9750000.0	9750000.0	chr8	5965664	5965683	0.635763	-3784326.5	3784326.5
-3784119	-3784317.0	9750000.0	9750000.0	chr8	5965683	5965881	0.0933854	-3784218.0	3784218.0
-3783632	-3784119.0	9750000.0	9750000.0	chr8	5965881	5966368	0.00504276	-3783875.5	3783875.5
-3783291	-3783632.0	9750000.0	9750000.0	chr8	5966368	5966709	0.633051	-3783461.5	3783461.5
-3783014	-3783291.0	9750000.0	9750000.0	chr8	5966709	5966986	14.1793	-3783152.5	3783152.5
-3782630	-3783014.0	9750000.0	9750000.0	chr8	5966986	5967370	0.633051	-3782822.0	3782822.0
-3782617	-3782630.0	9750000.0	9750000.0	chr8	5967370	5967383	0.263263	-3782623.5	3782623.5
-3782354	-3782617.0	9750000.0	9750000.0	chr8	5967383	5967646	1.08747	-3782485.5	3782485.5
-3782035	-3782354.0	9750000.0	9750000.0	chr8	5967646	5967965	0.0703489	-3782194.5	3782194.5
-3781882	-3782035.0	9750000.0	9750000.0	chr8	5967965	5968118	0.0254948	-3781958.5	3781958.5
-3780991	-3781882.0	9750000.0	9750000.0	chr8	5968118	5969009	0.24577	-3781436.5	3781436.5
-3779935	-3780991.0	9750000.0	9750000.0	chr8	5969009	5970065	0.0259221	-3780463.0	3780463.0
-3778667	-3779935.0	9750000.0	9750000.0	chr8	5970065	5971333	0.0350479	-3779301.0	3779301.0
-3776631	-3778667.0	9750000.0	9750000.0	chr8	5971333	5973369	0.00228761	-3777649.0	3777649.0
-3774747	-3776631.0	9750000.0	9750000.0	chr8	5973369	5975253	0.147603	-3775689.0	3775689.0
-3773455	-3774747.0	9750000.0	9750000.0	chr8	5975253	5976545	2.54465	-3774101.0	3774101.0
-3773237	-3773455.0	9750000.0	9750000.0	chr8	5976545	5976763	1.36018	-3773346.0	3773346.0
-3771851	-3773237.0	9750000.0	9750000.0	chr8	5976763	5978149	0.0702255	-3772544.0	3772544.0
-3769043	-3771851.0	9750000.0	9750000.0	chr8	5978149	5980957	0.936564	-3770447.0	3770447.0
-3764416	-3769043.0	9750000.0	9750000.0	chr8	5980957	5985584	0.173918	-3766729.5	3766729.5
-3760942	-3764416.0	9750000.0	9750000.0	chr8	5985584	5989058	0.00303875	-3762679.0	3762679.0
-3760280	-3760942.0	9750000.0	9750000.0	chr8	5989058	5989720	4.78087e-05	-3760611.0	3760611.0
-3757369	-3760280.0	9750000.0	9750000.0	chr8	5989720	5992631	7.22022e-06	-3758824.5	3758824.5
-3754682	-3757369.0	9750000.0	9750000.0	chr8	5992631	5995318	2.45741e-05	-3756025.5	3756025.5
-3754229	-3754682.0	9750000.0	9750000.0	chr8	5995318	5995771	4.63184	-3754455.5	3754455.5
-3754127	-3754229.0	9750000.0	9750000.0	chr8	5995771	5995873	3.09977	-3754178.0	3754178.0
-3754009	-3754127.0	9750000.0	9750000.0	chr8	5995873	5995991	26.8646	-3754068.0	3754068.0
-3753860	-3754009.0	9750000.0	9750000.0	chr8	5995991	5996140	4.40063	-3753934.5	3753934.5
-3753779	-3753860.0	9750000.0	9750000.0	chr8	5996140	5996221	0.466674	-3753819.5	3753819.5
-3752522	-3753779.0	9750000.0	9750000.0	chr8	5996221	5997478	1.51198	-3753150.5	3753150.5
-3750168	-3752522.0	9750000.0	9750000.0	chr8	5997478	5999832	0.162617	-3751345.0	3751345.0
-3747628	-3750168.0	9750000.0	9750000.0	chr8	5999832	6002372	0.00485731	-3748898.0	3748898.0
-3743400	-3747628.0	9750000.0	9750000.0	chr8	6002372	6006600	0.000625181	-3745514.0	3745514.0
-3741441	-3743400.0	9750000.0	9750000.0	chr8	6006600	6008559	1.19631e-18	-3742420.5	3742420.5
-3741301	-3741441.0	9750000.0	9750000.0	chr8	6008559	6008699	1.52269e-18	-3741371.0	3741371.0
-3740243	-3741301.0	9750000.0	9750000.0	chr8	6008699	6009757	0.0264923	-3740772.0	3740772.0
-3735246	-3740243.0	9750000.0	9750000.0	chr8	6009757	6014754	0.0536701	-3737744.5	3737744.5
-3732621	-3735246.0	9750000.0	9750000.0	chr8	6014754	6017379	0.0162351	-3733933.5	3733933.5
-3732027	-3732621.0	9750000.0	9750000.0	chr8	6017379	6017973	2.72764e-30	-3732324.0	3732324.0
-3731462	-3732027.0	9750000.0	9750000.0	chr8	6017973	6018538	4.26804e-30	-3731744.5	3731744.5
-3726140	-3731462.0	9750000.0	9750000.0	chr8	6018538	6023860	0.000915663	-3728801.0	3728801.0
-3721388	-3726140.0	9750000.0	9750000.0	chr8	6023860	6028612	0.00479263	-3723764.0	3723764.0
-3721291	-3721388.0	9750000.0	9750000.0	chr8	6028612	6028709	0.293116	-3721339.5	3721339.5
-3720868	-3721291.0	9750000.0	9750000.0	chr8	6028709	6029132	1.05843	-3721079.5	3721079.5
-3718817	-3720868.0	9750000.0	9750000.0	chr8	6029132	6031183	0.035216	-3719842.5	3719842.5
-3716514	-3718817.0	9750000.0	9750000.0	chr8	6031183	6033486	0.0197085	-3717665.5	3717665.5
-3708349	-3716514.0	9750000.0	9750000.0	chr8	6033486	6041651	0.0779991	-3712431.5	3712431.5
-3708008	-3708349.0	9750000.0	9750000.0	chr8	6041651	6041992	3.71236	-3708178.5	3708178.5
-3705899	-3708008.0	9750000.0	9750000.0	chr8	6041992	6044101	0.132468	-3706953.5	3706953.5
-3703961	-3705899.0	9750000.0	9750000.0	chr8	6044101	6046039	0.428928	-3704930.0	3704930.0
-3703232	-3703961.0	9750000.0	9750000.0	chr8	6046039	6046768	0.00922236	-3703596.5	3703596.5
-3698397	-3703232.0	9750000.0	9750000.0	chr8	6046768	6051603	0.038955	-3700814.5	3700814.5
-3696387	-3698397.0	9750000.0	9750000.0	chr8	6051603	6053613	0.339788	-3697392.0	3697392.0
-3696155	-3696387.0	9750000.0	9750000.0	chr8	6053613	6053845	7.94146	-3696271.0	3696271.0
-3695745	-3696155.0	9750000.0	9750000.0	chr8	6053845	6054255	0.0855704	-3695950.0	3695950.0
-3695422	-3695745.0	9750000.0	9750000.0	chr8	6054255	6054578	0.00144864	-3695583.5	3695583.5
-3694931	-3695422.0	9750000.0	9750000.0	chr8	6054578	6055069	0.0143816	-3695176.5	3695176.5
-3694317	-3694931.0	9750000.0	9750000.0	chr8	6055069	6055683	2.63857	-3694624.0	3694624.0
-3691526	-3694317.0	9750000.0	9750000.0	chr8	6055683	6058474	0.799723	-3692921.5	3692921.5
-3691018	-3691526.0	9750000.0	9750000.0	chr8	6058474	6058982	0.24054	-3691272.0	3691272.0
-3690460	-3691018.0	9750000.0	9750000.0	chr8	6058982	6059540	1.50581e-17	-3690739.0	3690739.0
-3689201	-3690460.0	9750000.0	9750000.0	chr8	6059540	6060799	9.135880000000001e-23	-3689830.5	3689830.5
-3689109	-3689201.0	9750000.0	9750000.0	chr8	6060799	6060891	20.7085	-3689155.0	3689155.0
-3686893	-3689109.0	9750000.0	9750000.0	chr8	6060891	6063107	1.6114e-27	-3688001.0	3688001.0
-3684372	-3686893.0	9750000.0	9750000.0	chr8	6063107	6065628	6.38652e-07	-3685632.5	3685632.5
-3683037	-3684372.0	9750000.0	9750000.0	chr8	6065628	6066963	9.89175e-06	-3683704.5	3683704.5
-3682966	-3683037.0	9750000.0	9750000.0	chr8	6066963	6067034	1.30382e-06	-3683001.5	3683001.5
-3682326	-3682966.0	9750000.0	9750000.0	chr8	6067034	6067674	0.00337113	-3682646.0	3682646.0
-3681534	-3682326.0	9750000.0	9750000.0	chr8	6067674	6068466	7.23631	-3681930.0	3681930.0
-3681493	-3681534.0	9750000.0	9750000.0	chr8	6068466	6068507	2.3392	-3681513.5	3681513.5
-3680890	-3681493.0	9750000.0	9750000.0	chr8	6068507	6069110	0.477042	-3681191.5	3681191.5
-3680670	-3680890.0	9750000.0	9750000.0	chr8	6069110	6069330	0.115633	-3680780.0	3680780.0
-3680650	-3680670.0	9750000.0	9750000.0	chr8	6069330	6069350	60.7196	-3680660.0	3680660.0
-3680263	-3680650.0	9750000.0	9750000.0	chr8	6069350	6069737	2.97217	-3680456.5	3680456.5
-3678312	-3680263.0	9750000.0	9750000.0	chr8	6069737	6071688	4.12947	-3679287.5	3679287.5
-3678144	-3678312.0	9750000.0	9750000.0	chr8	6071688	6071856	1.20806	-3678228.0	3678228.0
-3677570	-3678144.0	9750000.0	9750000.0	chr8	6071856	6072430	3.18551e-05	-3677857.0	3677857.0
-3677196	-3677570.0	9750000.0	9750000.0	chr8	6072430	6072804	4.86787e-05	-3677383.0	3677383.0
-3667962	-3677196.0	9750000.0	9750000.0	chr8	6072804	6082038	0.203574	-3672579.0	3672579.0
-3666032	-3667962.0	9750000.0	9750000.0	chr8	6082038	6083968	0.00579548	-3666997.0	3666997.0
-3664659	-3666032.0	9750000.0	9750000.0	chr8	6083968	6085341	0.00101184	-3665345.5	3665345.5
-3664541	-3664659.0	9750000.0	9750000.0	chr8	6085341	6085459	0.0013228	-3664600.0	3664600.0
-3657418	-3664541.0	9750000.0	9750000.0	chr8	6085459	6092582	0.0698369	-3660979.5	3660979.5
-3656877	-3657418.0	9750000.0	9750000.0	chr8	6092582	6093123	0.0240661	-3657147.5	3657147.5
-3656677	-3656877.0	9750000.0	9750000.0	chr8	6093123	6093323	5.80073e-36	-3656777.0	3656777.0
-3655957	-3656677.0	9750000.0	9750000.0	chr8	6093323	6094043	5.37296e-34	-3656317.0	3656317.0
-3655180	-3655957.0	9750000.0	9750000.0	chr8	6094043	6094820	1.31113e-16	-3655568.5	3655568.5
-3654578	-3655180.0	9750000.0	9750000.0	chr8	6094820	6095422	6.4189e-14	-3654879.0	3654879.0
-3653926	-3654578.0	9750000.0	9750000.0	chr8	6095422	6096074	0.182822	-3654252.0	3654252.0
-3653787	-3653926.0	9750000.0	9750000.0	chr8	6096074	6096213	0.00335427	-3653856.5	3653856.5
-3652927	-3653787.0	9750000.0	9750000.0	chr8	6096213	6097073	0.556477	-3653357.0	3653357.0
-3652518	-3652927.0	9750000.0	9750000.0	chr8	6097073	6097482	3.70526	-3652722.5	3652722.5
-3652417	-3652518.0	9750000.0	9750000.0	chr8	6097482	6097583	0.586755	-3652467.5	3652467.5
-3652403	-3652417.0	9750000.0	9750000.0	chr8	6097583	6097597	96.1312	-3652410.0	3652410.0
-3652117	-3652403.0	9750000.0	9750000.0	chr8	6097597	6097883	0.586755	-3652260.0	3652260.0
-3651986	-3652117.0	9750000.0	9750000.0	chr8	6097883	6098014	0.123	-3652051.5	3652051.5
-3651558	-3651986.0	9750000.0	9750000.0	chr8	6098014	6098442	2.58862	-3651772.0	3651772.0
-3651245	-3651558.0	9750000.0	9750000.0	chr8	6098442	6098755	0.504004	-3651401.5	3651401.5
-3650066	-3651245.0	9750000.0	9750000.0	chr8	6098755	6099934	4.03274e-32	-3650655.5	3650655.5
-3648927	-3650066.0	9750000.0	9750000.0	chr8	6099934	6101073	1.27073e-33	-3649496.5	3649496.5
-3647778	-3648927.0	9750000.0	9750000.0	chr8	6101073	6102222	1.49667e-38	-3648352.5	3648352.5
-3646677	-3647778.0	9750000.0	9750000.0	chr8	6102222	6103323	0.0	-3647227.5	3647227.5
-3641441	-3646677.0	9750000.0	9750000.0	chr8	6103323	6108559	1.732e-42	-3644059.0	3644059.0
-3640441	-3641441.0	9750000.0	9750000.0	chr8	6108559	6109559	1.63427	-3640941.0	3640941.0
-3640356	-3640441.0	9750000.0	9750000.0	chr8	6109559	6109644	1.732e-42	-3640398.5	3640398.5
-3640048	-3640356.0	9750000.0	9750000.0	chr8	6109644	6109952	2.85865e-42	-3640202.0	3640202.0
-3639156	-3640048.0	9750000.0	9750000.0	chr8	6109952	6110844	0.0	-3639602.0	3639602.0
-3638614	-3639156.0	9750000.0	9750000.0	chr8	6110844	6111386	7.41385e-05	-3638885.0	3638885.0
-3628241	-3638614.0	9750000.0	9750000.0	chr8	6111386	6121759	0.000214227	-3633427.5	3633427.5
-3626068	-3628241.0	9750000.0	9750000.0	chr8	6121759	6123932	0.00202079	-3627154.5	3627154.5
-3625813	-3626068.0	9750000.0	9750000.0	chr8	6123932	6124187	0.153413	-3625940.5	3625940.5
-3625666	-3625813.0	9750000.0	9750000.0	chr8	6124187	6124334	0.00309542	-3625739.5	3625739.5
-3622605	-3625666.0	9750000.0	9750000.0	chr8	6124334	6127395	0.014508	-3624135.5	3624135.5
-3617252	-3622605.0	9750000.0	9750000.0	chr8	6127395	6132748	0.654989	-3619928.5	3619928.5
-3617193	-3617252.0	9750000.0	9750000.0	chr8	6132748	6132807	9.05899e-15	-3617222.5	3617222.5
-3614382	-3617193.0	9750000.0	9750000.0	chr8	6132807	6135618	0.00574636	-3615787.5	3615787.5
-3613836	-3614382.0	9750000.0	9750000.0	chr8	6135618	6136164	0.0657083	-3614109.0	3614109.0
-3613632	-3613836.0	9750000.0	9750000.0	chr8	6136164	6136368	9.24095	-3613734.0	3613734.0
-3613301	-3613632.0	9750000.0	9750000.0	chr8	6136368	6136699	0.0657083	-3613466.5	3613466.5
-3613112	-3613301.0	9750000.0	9750000.0	chr8	6136699	6136888	22.3812	-3613206.5	3613206.5
-3612924	-3613112.0	9750000.0	9750000.0	chr8	6136888	6137076	19.1519	-3613018.0	3613018.0
-3612865	-3612924.0	9750000.0	9750000.0	chr8	6137076	6137135	11.1239	-3612894.5	3612894.5
-3612851	-3612865.0	9750000.0	9750000.0	chr8	6137135	6137149	125.973	-3612858.0	3612858.0
-3612840	-3612851.0	9750000.0	9750000.0	chr8	6137149	6137160	313.924	-3612845.5	3612845.5
-3612603	-3612840.0	9750000.0	9750000.0	chr8	6137160	6137397	16.1006	-3612721.5	3612721.5
-3612463	-3612603.0	9750000.0	9750000.0	chr8	6137397	6137537	7.34336	-3612533.0	3612533.0
-3612213	-3612463.0	9750000.0	9750000.0	chr8	6137537	6137787	0.0137498	-3612338.0	3612338.0
-3611610	-3612213.0	9750000.0	9750000.0	chr8	6137787	6138390	8.43781e-08	-3611911.5	3611911.5
-3610677	-3611610.0	9750000.0	9750000.0	chr8	6138390	6139323	2.1807	-3611143.5	3611143.5
-3609330	-3610677.0	9750000.0	9750000.0	chr8	6139323	6140670	0.0203829	-3610003.5	3610003.5
-3608768	-3609330.0	9750000.0	9750000.0	chr8	6140670	6141232	0.00428599	-3609049.0	3609049.0
-3608211	-3608768.0	9750000.0	9750000.0	chr8	6141232	6141789	0.0117505	-3608489.5	3608489.5
-3608101	-3608211.0	9750000.0	9750000.0	chr8	6141789	6141899	0.00262935	-3608156.0	3608156.0
-3607973	-3608101.0	9750000.0	9750000.0	chr8	6141899	6142027	0.656422	-3608037.0	3608037.0
-3606451	-3607973.0	9750000.0	9750000.0	chr8	6142027	6143549	0.991815	-3607212.0	3607212.0
-3605052	-3606451.0	9750000.0	9750000.0	chr8	6143549	6144948	0.07348	-3605751.5	3605751.5
-3603390	-3605052.0	9750000.0	9750000.0	chr8	6144948	6146610	0.207494	-3604221.0	3604221.0
-3602412	-3603390.0	9750000.0	9750000.0	chr8	6146610	6147588	8.772979999999999e-36	-3602901.0	3602901.0
-3601645	-3602412.0	9750000.0	9750000.0	chr8	6147588	6148355	1.68056e-35	-3602028.5	3602028.5
-3600099	-3601645.0	9750000.0	9750000.0	chr8	6148355	6149901	1.68692e-34	-3600872.0	3600872.0
-3599751	-3600099.0	9750000.0	9750000.0	chr8	6149901	6150249	2.91226e-34	-3599925.0	3599925.0
-3598418	-3599751.0	9750000.0	9750000.0	chr8	6150249	6151582	1.05582e-25	-3599084.5	3599084.5
-3597922	-3598418.0	9750000.0	9750000.0	chr8	6151582	6152078	2.14659e-25	-3598170.0	3598170.0
-3592106	-3597922.0	9750000.0	9750000.0	chr8	6152078	6157894	0.0411241	-3595014.0	3595014.0
-3591524	-3592106.0	9750000.0	9750000.0	chr8	6157894	6158476	3.05406	-3591815.0	3591815.0
-3591380	-3591524.0	9750000.0	9750000.0	chr8	6158476	6158620	0.951603	-3591452.0	3591452.0
-3590872	-3591380.0	9750000.0	9750000.0	chr8	6158620	6159128	0.740907	-3591126.0	3591126.0
